student_id_1,lifestyle_type_1,age_1,gender_1,course_1,year_of_study_1,hostel_block_1,sleep_time_1,wake_time_1,alarm_count_1,snooze_frequency_1,noise_sleep_tolerance_1,lights_off_time_1,study_hours_1,study_time_preference_1,silence_requirement_1,self_talking_study_1,academic_seriousness_1,cleanliness_score_1,organization_score_1,laundry_frequency_1,bed_making_habit_1,room_cleaning_frequency_1,bathing_frequency_1,towel_management_1,phone_call_frequency_1,late_night_calls_1,talkativeness_1,guest_frequency_1,overnight_guest_comfort_1,friendship_expectation_1,guest_timing_preference_1,privacy_preference_1,sharing_comfort_1,boundary_importance_1,unauthorized_usage_1,borrowing_frequency_1,independence_preference_1,fan_speed_preference_1,temperature_preference_1,entry_exit_noise_awareness_1,conflict_tolerance_1,conflict_style_1,criticism_response_1,emotional_stability_1,negativity_level_1,communication_respect_1,punctuality_1,adaptability_1,schedule_consistency_1,smoking_1,drinking_1,gaming_hours_1,music_frequency_1,music_volume_1,room_eating_habit_1,food_smell_tolerance_1,food_preference_1,gym_frequency_1,religious_practice_frequency_1,expense_responsibility_1,student_id_2,lifestyle_type_2,age_2,gender_2,course_2,year_of_study_2,hostel_block_2,sleep_time_2,wake_time_2,alarm_count_2,snooze_frequency_2,noise_sleep_tolerance_2,lights_off_time_2,study_hours_2,study_time_preference_2,silence_requirement_2,self_talking_study_2,academic_seriousness_2,cleanliness_score_2,organization_score_2,laundry_frequency_2,bed_making_habit_2,room_cleaning_frequency_2,bathing_frequency_2,towel_management_2,phone_call_frequency_2,late_night_calls_2,talkativeness_2,guest_frequency_2,overnight_guest_comfort_2,friendship_expectation_2,guest_timing_preference_2,privacy_preference_2,sharing_comfort_2,boundary_importance_2,unauthorized_usage_2,borrowing_frequency_2,independence_preference_2,fan_speed_preference_2,temperature_preference_2,entry_exit_noise_awareness_2,conflict_tolerance_2,conflict_style_2,criticism_response_2,emotional_stability_2,negativity_level_2,communication_respect_2,punctuality_2,adaptability_2,schedule_consistency_2,smoking_2,drinking_2,gaming_hours_2,music_frequency_2,music_volume_2,room_eating_habit_2,food_smell_tolerance_2,food_preference_2,gym_frequency_2,religious_practice_frequency_2,expense_responsibility_2,compatibility_score
396,clean_freak,18,Male,CE,3,D,1,6,4,2,1,1,5,Morning,2,5,4,3,4,6,0,1,1,1,1,5,3,2,1,3,Afternoon,4,4,5,0,2,3,5,5,4,2,Complain,5,5,5,5,1,2,2,1,0,2,3,5,0,1,Non-Vegetarian,1,5,3,440,average,18,Female,IT,2,B,1,8,5,4,5,1,4,Afternoon,1,5,2,3,2,1,1,1,1,4,3,4,3,3,1,3,Afternoon,2,3,3,0,3,3,2,5,2,2,Direct,2,5,3,4,5,2,3,0,0,4,4,2,0,4,Vegetarian,0,4,4,76.19
192,introvert,18,Female,CSE,1,A,22,7,5,5,3,22,4,Afternoon,5,4,2,5,5,2,1,7,1,5,4,2,2,1,0,1,Anytime,5,3,4,1,2,4,2,5,2,4,Direct,5,4,5,3,3,2,2,0,0,4,1,3,0,2,Eggetarian,4,1,4,314,night_owl,18,Male,IT,3,B,2,10,4,1,4,2,6,Morning,4,1,2,2,3,1,0,5,1,1,4,1,2,3,0,4,Evening,2,3,3,0,4,2,2,2,3,2,Complain,4,4,5,2,2,4,2,0,0,4,3,5,0,2,Non-Vegetarian,2,3,2,62.9
140,introvert,22,Female,ECE,4,A,22,7,1,1,2,22,5,Night,4,5,4,4,5,7,1,6,3,4,3,1,1,1,0,1,Morning,4,1,4,0,1,4,4,2,4,2,Avoid,3,2,3,5,2,3,3,0,0,2,2,3,1,5,Non-Vegetarian,0,4,4,351,average,18,Male,ME,2,D,0,8,1,1,2,0,5,Morning,1,3,1,3,2,7,0,3,3,5,3,4,4,3,0,3,Evening,2,3,2,1,2,2,4,5,4,2,Complain,4,2,2,2,1,2,3,0,1,2,3,1,0,2,Vegetarian,2,3,2,75.2
147,night_owl,23,Female,EE,1,B,1,10,5,1,5,1,2,Afternoon,5,5,5,2,3,5,0,7,2,5,1,1,4,2,0,3,Afternoon,2,4,4,1,1,4,5,3,3,4,Direct,5,2,3,5,2,3,1,0,0,3,1,1,0,3,Non-Vegetarian,1,2,3,333,social,24,Female,ME,1,A,0,7,5,5,5,0,3,Morning,1,5,4,3,3,5,0,2,1,4,3,5,4,5,1,5,Anytime,1,4,2,0,3,3,1,4,3,4,Direct,5,2,1,3,4,4,2,0,1,4,4,5,0,3,Eggetarian,3,5,3,76.93
123,average,18,Female,IT,3,C,1,6,2,4,4,1,5,Evening,2,4,4,2,3,5,0,2,1,3,4,5,3,2,1,2,Morning,3,4,3,1,2,4,4,5,2,2,Avoid,5,4,5,5,1,3,4,0,0,4,2,1,0,3,Non-Vegetarian,2,4,2,482,gamer,21,Female,ME,3,A,0,6,4,1,2,0,3,Afternoon,1,3,4,4,5,7,0,7,1,2,4,2,4,2,1,3,Morning,4,3,3,1,4,2,4,2,3,4,Avoid,3,4,4,3,1,2,1,0,0,4,4,5,1,4,Vegetarian,3,3,4,72.42
147,night_owl,23,Female,EE,1,B,1,10,5,1,5,1,2,Afternoon,5,5,5,2,3,5,0,7,2,5,1,1,4,2,0,3,Afternoon,2,4,4,1,1,4,5,3,3,4,Direct,5,2,3,5,2,3,1,0,0,3,1,1,0,3,Non-Vegetarian,1,2,3,430,gamer,19,Female,BBA,4,B,22,6,5,2,1,22,3,Morning,4,1,2,3,2,6,1,3,2,2,3,5,3,2,1,3,Anytime,2,2,2,0,3,4,2,3,2,4,Complain,3,3,5,2,5,2,1,0,0,6,4,1,0,4,Eggetarian,3,4,4,75.94
258,average,19,Female,CSE,2,B,0,6,5,1,2,0,4,Evening,2,3,4,2,3,1,1,4,1,3,5,1,2,2,0,3,Anytime,2,3,2,0,5,4,3,5,2,2,Complain,2,2,1,5,5,4,2,0,1,3,3,1,0,2,Eggetarian,1,1,3,365,gamer,23,Female,CE,1,A,22,8,4,4,3,22,2,Afternoon,1,4,3,2,3,3,0,6,3,3,2,1,4,2,0,3,Afternoon,3,4,2,0,4,2,5,4,4,3,Aggressive,2,3,3,5,1,3,2,0,1,4,4,1,1,2,Non-Vegetarian,2,1,2,83.68
172,disciplined,24,Male,BBA,1,D,23,7,5,4,1,23,7,Morning,2,1,2,4,3,5,1,7,2,1,1,2,4,1,0,2,Evening,2,2,2,0,5,3,3,5,4,3,Direct,3,5,1,5,5,5,4,1,1,1,3,5,0,2,Eggetarian,0,2,4,71,disciplined,23,Male,ECE,4,B,21,7,1,1,3,21,4,Night,3,3,4,4,3,7,0,7,1,3,3,3,3,1,0,2,Morning,2,4,4,0,2,3,3,4,5,4,Direct,4,5,2,4,4,5,5,0,0,2,4,4,0,2,Vegetarian,0,2,4,83.88
301,disciplined,22,Male,EE,1,D,23,6,3,4,5,23,4,Morning,1,5,1,5,4,2,0,2,3,1,2,2,2,1,0,3,Anytime,2,4,3,0,2,4,2,1,4,4,Avoid,4,5,4,4,1,4,5,1,0,0,3,1,0,5,Vegetarian,0,2,4,182,introvert,24,Male,ECE,4,D,22,6,1,1,2,22,3,Morning,3,2,5,3,2,7,0,5,3,3,1,2,1,1,0,2,Anytime,4,2,5,1,2,4,1,5,4,3,Direct,2,2,1,2,5,3,2,1,0,1,2,1,0,5,Non-Vegetarian,1,3,4,68.01
435,fitness_focused,20,Male,CE,4,A,23,6,2,3,5,23,2,Afternoon,5,4,2,2,2,1,0,3,3,2,3,3,3,3,1,4,Morning,3,3,3,0,4,4,5,4,2,2,Complain,2,4,3,5,4,5,4,0,0,1,4,1,1,2,Non-Vegetarian,7,2,4,98,social,19,Male,BBA,1,C,23,7,3,2,5,23,3,Morning,4,1,1,3,4,3,1,7,1,1,3,4,4,5,1,4,Evening,2,4,2,0,5,2,5,1,2,3,Complain,4,4,2,5,2,2,3,0,0,3,4,5,1,2,Eggetarian,2,4,2,82.34
229,night_owl,20,Female,CSE,2,B,2,10,3,3,5,2,2,Night,1,2,2,3,2,1,0,3,2,1,3,4,4,2,1,2,Evening,3,3,4,1,1,3,4,2,2,3,Direct,5,2,3,2,4,2,1,0,0,4,4,1,1,5,Non-Vegetarian,0,3,3,384,disciplined,19,Male,IT,4,D,21,7,5,3,2,21,3,Evening,4,3,1,5,5,2,1,5,3,3,4,4,4,1,1,4,Morning,4,2,4,0,4,2,4,1,4,2,Avoid,5,5,1,4,2,5,5,0,0,0,1,4,1,4,Eggetarian,2,4,5,57.94
236,clean_freak,19,Female,CSE,2,C,0,8,3,2,5,0,4,Night,4,3,2,4,5,2,0,5,2,4,3,2,2,2,1,2,Morning,5,3,5,0,4,4,2,3,4,4,Complain,4,5,4,4,5,3,2,1,0,1,1,3,0,2,Vegetarian,1,2,3,404,night_owl,23,Male,EE,4,B,3,9,3,5,4,3,2,Night,4,5,2,2,2,7,0,6,3,2,4,2,3,3,0,4,Anytime,3,4,3,0,4,2,2,3,2,4,Aggressive,5,5,5,4,5,3,2,1,0,2,1,2,1,2,Vegetarian,3,1,4,71.88
130,average,18,Female,CSE,4,D,1,8,1,4,5,1,2,Evening,4,5,4,3,4,1,1,1,3,2,3,4,4,3,0,4,Evening,3,3,2,1,1,4,2,3,3,2,Complain,5,3,5,2,5,2,4,0,0,1,4,4,0,4,Vegetarian,2,5,3,450,gamer,24,Female,ME,3,C,23,8,1,2,3,23,5,Evening,5,1,3,3,2,4,0,3,2,4,3,5,2,3,1,4,Afternoon,4,3,4,0,3,4,5,1,2,4,Aggressive,2,2,5,4,3,2,3,0,0,4,5,5,0,4,Eggetarian,2,5,2,77.63
423,social,24,Female,EE,1,D,0,7,2,1,4,0,3,Evening,3,1,2,3,2,4,1,6,2,5,3,4,5,4,1,5,Afternoon,2,5,2,0,3,2,1,4,3,4,Direct,5,5,1,2,4,4,4,0,0,3,4,3,0,4,Eggetarian,1,4,3,446,social,23,Male,ECE,2,D,1,9,5,3,5,1,1,Evening,5,5,4,2,3,6,1,7,2,1,3,5,4,4,1,5,Anytime,2,4,2,0,2,3,3,4,2,3,Direct,3,2,3,2,3,4,3,0,0,3,4,3,0,3,Eggetarian,3,4,4,85.12
15,clean_freak,19,Female,BCOM,4,C,1,8,5,5,1,1,2,Afternoon,2,3,1,2,1,2,0,2,1,4,4,5,3,3,0,2,Evening,5,4,5,0,1,4,2,3,4,3,Direct,3,3,3,4,1,2,2,0,1,3,4,1,1,3,Non-Vegetarian,3,3,4,493,gamer,22,Female,CSE,3,A,22,8,1,4,1,22,5,Evening,4,5,5,2,3,1,0,5,2,4,3,1,4,3,0,4,Morning,3,4,3,0,1,4,3,1,2,4,Avoid,4,3,5,3,5,3,3,1,0,7,4,2,0,3,Eggetarian,1,1,2,76.49
386,average,24,Male,CSE,2,D,23,7,1,1,4,23,3,Afternoon,4,4,2,3,3,5,0,5,2,5,3,3,4,3,0,2,Evening,2,4,3,0,3,2,4,1,4,3,Aggressive,4,2,4,2,1,3,2,0,0,3,1,3,1,5,Non-Vegetarian,2,4,2,402,introvert,19,Male,CE,4,C,22,6,4,2,1,22,4,Morning,4,3,3,3,3,2,1,6,1,4,3,2,1,1,0,2,Anytime,4,1,5,0,2,4,5,2,4,4,Avoid,2,2,4,2,2,4,3,0,1,1,3,3,1,2,Vegetarian,0,4,4,70.04
123,average,18,Female,IT,3,C,1,6,2,4,4,1,5,Evening,2,4,4,2,3,5,0,2,1,3,4,5,3,2,1,2,Morning,3,4,3,1,2,4,4,5,2,2,Avoid,5,4,5,5,1,3,4,0,0,4,2,1,0,3,Non-Vegetarian,2,4,2,244,fitness_focused,18,Female,BCOM,1,C,0,6,2,2,2,0,2,Afternoon,5,2,2,4,4,7,0,1,3,2,3,3,4,3,0,3,Afternoon,2,4,2,0,3,2,2,1,3,2,Complain,5,5,2,5,1,4,5,0,0,1,4,1,0,5,Vegetarian,7,4,4,71.48
200,social,23,Female,CE,2,C,1,7,2,2,3,1,4,Afternoon,1,4,4,3,2,2,1,1,1,1,5,3,5,4,1,5,Afternoon,2,4,2,0,5,3,3,2,4,5,Direct,3,2,1,4,3,3,3,0,1,3,5,4,1,5,Vegetarian,2,3,4,239,disciplined,21,Female,ECE,4,C,23,7,5,2,2,23,3,Afternoon,2,3,5,5,5,7,1,1,3,3,5,2,4,1,1,2,Afternoon,3,2,2,0,5,4,2,3,5,4,Aggressive,4,4,3,5,3,5,4,0,0,2,3,3,1,4,Non-Vegetarian,4,4,5,69.39
215,introvert,21,Female,IT,4,B,24,8,5,3,1,24,3,Evening,4,3,1,5,5,5,1,3,2,4,3,2,1,1,0,1,Afternoon,5,3,5,0,1,5,3,2,2,3,Avoid,5,5,2,3,3,3,4,0,0,3,2,1,0,3,Vegetarian,4,1,4,286,average,19,Female,ME,4,A,23,7,1,3,3,23,2,Evening,4,4,4,2,3,3,1,7,3,5,4,1,3,2,1,3,Afternoon,3,4,2,0,1,2,5,3,2,2,Avoid,4,2,4,5,3,4,3,0,1,3,3,3,0,2,Non-Vegetarian,3,4,4,66.47
244,fitness_focused,18,Female,BCOM,1,C,0,6,2,2,2,0,2,Afternoon,5,2,2,4,4,7,0,1,3,2,3,3,4,3,0,3,Afternoon,2,4,2,0,3,2,2,1,3,2,Complain,5,5,2,5,1,4,5,0,0,1,4,1,0,5,Vegetarian,7,4,4,145,fitness_focused,22,Male,IT,3,C,23,9,5,2,1,23,4,Afternoon,3,4,1,2,3,4,1,1,1,1,4,2,3,2,1,2,Evening,4,4,3,1,3,4,4,4,3,4,Aggressive,5,4,1,4,4,5,4,0,0,1,2,4,1,2,Eggetarian,5,5,5,72.42
13,average,19,Male,EE,4,B,1,9,3,1,4,1,4,Afternoon,4,2,3,3,3,3,1,5,1,5,2,1,2,3,1,4,Afternoon,4,3,4,1,4,2,1,3,2,3,Avoid,4,4,4,4,4,4,4,0,0,4,3,3,1,3,Vegetarian,1,3,2,136,fitness_focused,23,Male,CSE,3,D,0,9,3,2,5,0,2,Afternoon,3,2,5,3,3,4,0,1,2,5,4,2,3,2,1,2,Afternoon,3,3,4,0,4,3,3,5,3,4,Complain,5,4,2,5,2,5,4,0,0,2,2,1,0,3,Vegetarian,6,3,4,81.94
447,introvert,19,Male,CE,3,D,23,6,2,3,4,23,5,Night,1,5,5,5,4,2,0,4,3,5,4,1,2,1,0,2,Morning,5,3,4,1,1,4,3,5,4,3,Avoid,4,5,5,4,4,2,4,0,1,4,4,3,1,5,Vegetarian,4,2,2,77,fitness_focused,23,Female,BBA,1,D,0,8,1,5,3,0,5,Night,1,3,2,3,4,1,0,2,3,5,1,1,2,2,1,2,Afternoon,4,4,4,1,1,4,2,1,3,4,Complain,2,4,1,4,2,5,4,0,0,2,3,4,1,5,Eggetarian,6,4,5,83.43
12,average,21,Male,CE,4,C,0,7,5,5,1,0,3,Evening,1,5,1,3,4,6,1,4,3,2,1,5,4,2,0,4,Evening,4,4,2,0,3,4,4,3,2,4,Complain,2,5,4,2,4,3,4,1,1,2,4,2,1,5,Non-Vegetarian,3,5,3,491,clean_freak,21,Male,CSE,1,B,23,9,5,1,3,23,4,Night,3,4,1,3,4,2,0,7,1,1,3,5,2,2,0,4,Anytime,5,2,5,0,5,4,3,2,4,4,Direct,4,3,4,4,4,3,4,0,1,1,1,4,1,2,Non-Vegetarian,0,5,3,83.68
444,night_owl,20,Male,CE,3,D,1,9,5,1,4,1,4,Evening,1,3,3,4,4,2,1,1,2,3,4,5,4,2,0,4,Afternoon,2,2,2,1,3,2,2,2,2,3,Avoid,3,5,4,5,4,2,1,0,0,1,4,4,1,5,Vegetarian,3,1,2,246,fitness_focused,18,Female,CSE,2,B,22,7,1,2,2,22,5,Evening,1,5,4,3,3,2,1,4,1,4,5,3,4,3,0,4,Evening,4,4,3,0,2,3,3,4,4,3,Direct,4,5,1,5,4,4,4,0,0,1,2,4,0,2,Eggetarian,7,3,4,72.02
216,night_owl,19,Male,BCOM,1,C,2,10,5,4,4,2,6,Afternoon,4,3,1,4,5,7,0,4,2,4,3,1,2,3,0,3,Morning,4,2,4,0,3,2,5,3,3,3,Direct,4,2,4,2,5,3,1,0,1,1,2,2,1,3,Eggetarian,1,3,3,240,disciplined,21,Male,BBA,3,B,22,6,1,2,2,22,5,Evening,3,1,3,5,5,3,0,7,1,5,5,4,3,1,0,2,Afternoon,3,4,3,0,5,3,1,4,5,2,Complain,5,4,1,4,3,5,5,1,0,0,4,2,0,4,Eggetarian,3,2,4,63.05
182,introvert,24,Male,ECE,4,D,22,6,1,1,2,22,3,Morning,3,2,5,3,2,7,0,5,3,3,1,2,1,1,0,2,Anytime,4,2,5,1,2,4,1,5,4,3,Direct,2,2,1,2,5,3,2,1,0,1,2,1,0,5,Non-Vegetarian,1,3,4,42,social,22,Male,BBA,4,A,0,9,4,5,3,0,4,Night,2,3,4,2,3,4,0,7,1,3,2,4,4,5,1,5,Afternoon,2,4,3,0,3,3,1,4,3,3,Complain,5,3,1,4,4,4,4,0,0,2,4,4,0,4,Non-Vegetarian,0,2,2,58.38
158,clean_freak,19,Male,IT,4,D,23,9,1,5,4,23,3,Night,1,3,5,3,4,3,0,2,1,5,2,1,4,3,0,2,Afternoon,4,3,5,0,2,2,3,5,4,3,Direct,4,2,2,5,4,3,2,0,0,4,4,1,1,1,Vegetarian,1,3,3,306,night_owl,18,Female,EE,4,B,3,10,3,1,2,3,5,Afternoon,3,3,5,4,3,3,0,7,3,1,1,4,3,3,1,3,Evening,4,4,4,0,2,4,1,3,2,4,Avoid,4,4,2,5,5,4,1,0,0,3,1,3,0,3,Vegetarian,1,3,2,78.03
228,fitness_focused,22,Male,ME,2,C,22,6,3,2,3,22,5,Night,2,4,1,4,3,2,0,3,2,1,2,2,2,3,0,4,Afternoon,2,4,4,0,1,3,2,3,2,3,Aggressive,3,5,3,5,4,4,4,0,0,4,2,3,0,5,Non-Vegetarian,6,4,5,180,average,20,Male,EE,1,A,23,9,4,5,5,23,2,Afternoon,4,5,4,4,4,4,1,2,1,1,2,5,2,2,1,4,Evening,3,2,3,0,5,2,2,2,2,4,Avoid,4,2,2,4,2,3,2,0,0,1,1,3,1,4,Vegetarian,4,3,4,75.94
103,gamer,18,Female,BCOM,2,A,0,8,5,4,5,0,3,Afternoon,5,1,1,4,5,6,0,4,3,5,3,4,4,3,1,4,Evening,2,4,4,1,5,4,4,4,2,4,Avoid,4,2,1,2,1,3,3,0,1,5,5,4,0,4,Non-Vegetarian,4,2,2,153,social,19,Male,ME,1,A,23,8,5,4,5,23,3,Evening,5,5,2,2,2,3,1,3,2,1,5,5,4,4,1,4,Morning,2,5,2,0,2,1,3,2,4,4,Complain,5,5,3,4,5,4,3,0,0,3,4,3,1,2,Non-Vegetarian,1,1,4,90.08
46,social,21,Female,ME,4,A,1,8,2,1,1,1,3,Afternoon,4,2,4,3,3,1,0,1,2,4,3,3,4,4,1,4,Afternoon,2,5,4,1,1,1,1,3,4,3,Complain,5,4,2,2,3,3,3,0,1,2,4,5,1,3,Vegetarian,2,3,3,39,introvert,19,Male,BCOM,3,B,22,7,4,2,4,22,4,Evening,3,5,5,3,3,6,1,6,1,1,1,4,2,1,0,1,Anytime,5,3,4,0,3,4,2,2,3,2,Avoid,4,5,5,5,5,4,2,0,1,1,4,3,1,2,Eggetarian,0,1,4,60.76
163,average,18,Male,BCOM,3,B,0,8,1,5,4,0,4,Morning,2,3,3,2,1,5,0,6,1,2,5,4,4,3,0,3,Morning,2,3,2,0,1,4,2,2,2,2,Avoid,3,3,5,2,4,4,3,0,0,2,2,4,0,3,Non-Vegetarian,2,5,3,387,clean_freak,23,Male,IT,2,C,1,8,1,4,1,1,4,Evening,5,4,2,3,3,7,0,1,2,2,4,5,4,2,0,2,Morning,4,3,4,0,1,4,2,2,4,3,Direct,5,3,5,4,3,2,3,1,0,1,3,5,1,1,Non-Vegetarian,0,3,2,79.22
242,clean_freak,24,Male,BCOM,2,A,1,8,4,4,2,1,4,Morning,2,5,3,3,4,7,1,1,2,5,3,1,4,3,0,2,Afternoon,5,3,4,0,3,2,5,3,5,4,Avoid,4,3,2,4,2,3,2,0,0,1,2,5,1,1,Non-Vegetarian,2,2,4,393,average,20,Male,IT,1,A,23,6,2,4,2,23,2,Evening,2,4,4,2,2,2,0,3,3,3,3,4,2,2,1,2,Morning,4,3,4,0,4,3,4,3,4,4,Direct,3,3,5,4,5,4,3,0,0,3,1,2,1,5,Vegetarian,3,1,3,78.17
107,social,18,Female,ECE,4,C,1,9,4,4,2,1,2,Afternoon,5,3,3,3,2,6,1,7,2,4,4,1,4,5,1,4,Evening,2,5,2,0,3,3,5,2,4,3,Direct,5,2,2,2,3,4,3,1,1,4,4,5,0,3,Non-Vegetarian,3,1,3,334,clean_freak,22,Female,ME,4,D,1,6,3,1,5,1,4,Afternoon,1,3,1,4,4,1,1,4,1,4,5,2,2,3,1,4,Afternoon,5,4,5,0,3,2,4,5,5,2,Complain,2,5,3,5,4,4,2,0,1,4,1,3,1,3,Non-Vegetarian,1,1,3,66.27
398,clean_freak,19,Male,EE,3,D,1,7,4,5,1,1,3,Afternoon,4,3,3,2,1,2,1,4,1,4,5,3,4,2,0,3,Evening,5,4,5,0,1,3,1,2,4,2,Direct,4,2,2,5,5,3,4,0,1,4,3,4,1,3,Eggetarian,3,2,2,107,social,18,Female,ECE,4,C,1,9,4,4,2,1,2,Afternoon,5,3,3,3,2,6,1,7,2,4,4,1,4,5,1,4,Evening,2,5,2,0,3,3,5,2,4,3,Direct,5,2,2,2,3,4,3,1,1,4,4,5,0,3,Non-Vegetarian,3,1,3,73.51
31,gamer,18,Female,EE,1,C,1,9,4,4,3,1,3,Night,4,3,5,3,2,6,1,1,2,5,2,5,3,3,0,2,Evening,4,3,3,1,5,4,4,2,4,3,Complain,5,2,3,5,3,4,1,0,1,7,5,5,0,2,Vegetarian,4,4,2,319,average,22,Male,CE,3,C,22,7,5,1,5,22,5,Evening,3,1,4,4,4,4,1,1,3,3,4,3,3,2,0,2,Evening,4,4,2,0,1,3,5,4,2,2,Avoid,4,3,3,2,1,3,2,1,0,1,3,3,1,2,Non-Vegetarian,2,2,2,76.29
302,disciplined,21,Male,BBA,2,B,22,7,5,5,5,22,7,Evening,4,2,5,4,4,4,0,5,2,3,3,3,4,1,0,2,Anytime,3,3,4,0,4,2,5,1,4,2,Avoid,2,5,4,4,1,4,4,0,0,0,1,2,0,4,Eggetarian,4,1,5,30,disciplined,20,Male,BBA,2,A,23,6,1,5,5,23,7,Morning,4,4,1,5,5,3,0,3,1,3,2,1,4,2,0,2,Evening,4,3,4,0,2,4,4,4,4,2,Direct,5,4,3,4,1,4,4,0,0,2,4,5,1,4,Vegetarian,1,3,5,89.29
404,night_owl,23,Male,EE,4,B,3,9,3,5,4,3,2,Night,4,5,2,2,2,7,0,6,3,2,4,2,3,3,0,4,Anytime,3,4,3,0,4,2,2,3,2,4,Aggressive,5,5,5,4,5,3,2,1,0,2,1,2,1,2,Vegetarian,3,1,4,17,average,22,Male,EE,4,D,22,6,5,2,2,22,4,Morning,5,4,1,2,1,4,0,6,1,4,3,5,4,3,1,3,Anytime,2,3,4,0,4,2,5,5,4,2,Direct,4,5,3,4,1,3,4,0,1,4,2,4,1,4,Non-Vegetarian,4,5,3,72.32
330,average,18,Female,BCOM,1,B,22,9,2,3,1,22,2,Evening,3,5,3,3,3,2,1,2,1,2,1,1,4,3,0,3,Evening,3,3,4,1,5,3,4,1,2,2,Direct,4,3,2,5,2,3,3,1,0,4,2,1,1,2,Eggetarian,1,2,4,368,average,23,Female,BCOM,4,C,1,9,3,1,4,1,3,Night,3,4,1,3,3,1,0,4,1,3,3,2,3,2,0,4,Anytime,3,4,3,0,4,3,1,1,4,4,Complain,3,5,2,4,2,2,4,0,1,4,1,2,1,4,Vegetarian,1,5,2,80.16
24,disciplined,20,Male,BBA,1,C,21,5,3,3,3,21,5,Morning,2,2,5,5,4,2,0,1,3,5,2,4,3,2,1,2,Evening,3,4,3,0,5,4,1,1,4,2,Direct,2,5,4,5,4,5,5,0,0,2,1,3,1,2,Non-Vegetarian,4,4,5,293,introvert,20,Male,CE,4,C,22,8,2,1,4,22,2,Evening,2,4,1,3,2,6,1,2,3,3,3,4,1,1,0,2,Afternoon,4,2,4,0,3,4,1,2,2,2,Avoid,2,4,2,2,4,3,2,1,1,1,4,3,1,2,Non-Vegetarian,0,3,2,67.91
436,gamer,22,Female,ECE,3,C,1,7,3,1,5,1,2,Evening,5,1,3,3,4,6,0,6,3,1,3,4,3,3,1,4,Evening,2,4,4,0,4,2,4,4,2,2,Complain,2,4,2,2,3,3,2,0,1,6,4,2,0,3,Vegetarian,4,1,4,143,average,20,Female,BCOM,1,B,0,8,2,1,2,0,5,Night,1,2,4,3,3,5,0,1,2,3,4,3,4,2,0,4,Anytime,2,2,3,1,4,3,5,3,2,3,Avoid,2,2,1,4,3,3,2,1,0,4,1,2,0,4,Non-Vegetarian,3,5,3,81.25
379,average,18,Male,EE,2,C,23,6,3,4,5,23,2,Morning,4,5,4,2,2,5,1,5,3,5,1,2,4,2,0,4,Morning,2,2,3,1,4,2,2,1,2,2,Complain,3,3,5,4,2,4,3,0,0,1,3,1,1,3,Non-Vegetarian,1,5,2,18,night_owl,20,Male,CE,4,B,4,8,3,4,4,4,5,Afternoon,4,1,2,4,5,3,0,7,2,1,5,4,2,2,1,4,Afternoon,2,3,3,0,5,4,4,1,3,4,Aggressive,4,5,5,2,5,2,1,0,0,1,4,1,0,5,Vegetarian,2,1,2,72.62
408,average,21,Male,CE,4,C,23,6,4,4,5,23,2,Morning,2,3,5,2,3,6,1,7,2,4,5,1,2,2,1,4,Evening,2,2,2,1,2,2,1,4,4,2,Aggressive,5,4,4,4,4,4,3,0,0,4,3,1,1,2,Vegetarian,4,3,4,210,introvert,23,Female,ECE,1,D,22,7,3,5,4,22,4,Morning,1,3,5,4,4,1,1,4,2,1,2,2,2,1,0,1,Anytime,4,3,5,0,5,5,1,5,3,3,Direct,3,2,3,5,4,4,4,0,0,4,3,3,1,5,Eggetarian,4,5,3,72.52
191,average,20,Female,IT,1,B,1,9,3,2,5,1,3,Night,4,3,4,4,4,6,0,1,1,1,1,5,3,2,1,4,Morning,4,3,4,0,3,3,2,2,3,4,Aggressive,2,3,4,2,3,3,3,1,0,3,2,5,1,4,Eggetarian,2,3,3,204,social,23,Male,BCOM,2,A,23,7,2,5,1,23,1,Afternoon,2,1,4,2,3,4,1,1,1,3,4,4,4,4,1,5,Anytime,3,4,3,0,1,1,2,2,2,5,Complain,5,3,2,5,3,3,4,0,1,4,5,5,1,5,Non-Vegetarian,0,4,3,64.93
183,average,23,Female,ECE,4,B,22,7,1,3,3,22,2,Evening,1,3,1,2,3,2,0,4,3,3,5,2,4,3,0,4,Evening,4,3,3,0,3,3,3,3,4,2,Direct,3,3,3,3,4,3,4,1,0,1,4,3,0,2,Non-Vegetarian,1,2,3,372,introvert,19,Female,BBA,1,B,24,6,4,4,3,24,2,Night,3,2,1,4,3,7,1,1,1,2,5,3,1,1,0,1,Afternoon,5,2,5,0,2,5,3,2,2,2,Avoid,3,3,1,3,1,2,3,1,1,1,2,1,0,3,Vegetarian,1,2,3,71.03
260,fitness_focused,21,Female,IT,3,D,23,7,2,2,2,23,3,Evening,4,5,4,3,4,3,0,4,1,4,1,5,4,3,1,4,Anytime,2,2,2,0,5,2,4,5,3,2,Aggressive,2,4,2,4,3,4,5,0,0,2,2,4,1,5,Vegetarian,7,2,5,77,fitness_focused,23,Female,BBA,1,D,0,8,1,5,3,0,5,Night,1,3,2,3,4,1,0,2,3,5,1,1,2,2,1,2,Afternoon,4,4,4,1,1,4,2,1,3,4,Complain,2,4,1,4,2,5,4,0,0,2,3,4,1,5,Eggetarian,6,4,5,75.5
