student_id,lifestyle_type,age,gender,course,year_of_study,hostel_block,sleep_time,wake_time,alarm_count,snooze_frequency,noise_sleep_tolerance,lights_off_time,study_hours,study_time_preference,silence_requirement,self_talking_study,academic_seriousness,cleanliness_score,organization_score,laundry_frequency,bed_making_habit,room_cleaning_frequency,bathing_frequency,towel_management,phone_call_frequency,late_night_calls,talkativeness,guest_frequency,overnight_guest_comfort,friendship_expectation,guest_timing_preference,privacy_preference,sharing_comfort,boundary_importance,unauthorized_usage,borrowing_frequency,independence_preference,fan_speed_preference,temperature_preference,entry_exit_noise_awareness,conflict_tolerance,conflict_style,criticism_response,emotional_stability,negativity_level,communication_respect,punctuality,adaptability,schedule_consistency,smoking,drinking,gaming_hours,music_frequency,music_volume,room_eating_habit,food_smell_tolerance,food_preference,gym_frequency,religious_practice_frequency,expense_responsibility
94,disciplined,19,Female,ECE,4,A,22,7,4,3,1,22,7,Evening,5,1,1,5,4,2,0,1,3,2,5,4,2,1,0,4,Afternoon,4,4,4,0,4,4,1,5,5,4,Aggressive,5,4,2,4,5,5,5,0,1,2,4,3,1,4,Non-Vegetarian,3,4,5
95,social,22,Male,BBA,3,C,0,8,4,1,1,0,3,Morning,5,2,3,2,2,2,0,7,2,1,3,5,4,4,1,4,Anytime,2,4,2,0,3,3,2,2,3,4,Direct,5,5,3,3,1,4,3,1,0,4,4,5,1,2,Eggetarian,4,4,2
96,clean_freak,24,Female,IT,4,D,22,7,5,1,4,22,2,Evening,5,1,3,4,5,2,1,5,3,2,2,1,4,3,1,4,Morning,4,3,5,0,4,2,2,3,4,3,Direct,5,4,1,5,5,3,4,0,0,4,2,4,1,3,Eggetarian,1,5,4
97,fitness_focused,22,Male,CE,1,C,1,8,5,1,1,1,5,Night,3,3,2,3,3,5,0,7,2,2,3,5,3,2,1,2,Afternoon,2,4,3,0,1,2,1,2,4,2,Complain,2,5,3,4,3,5,5,0,0,1,3,2,0,3,Eggetarian,7,3,5
98,social,19,Male,BBA,1,C,23,7,3,2,5,23,3,Morning,4,1,1,3,4,3,1,7,1,1,3,4,4,5,1,4,Evening,2,4,2,0,5,2,5,1,2,3,Complain,4,4,2,5,2,2,3,0,0,3,4,5,1,2,Eggetarian,2,4,2
99,fitness_focused,20,Male,ME,3,D,23,6,4,5,5,23,3,Night,2,5,2,3,3,5,1,4,3,2,2,2,4,2,0,3,Afternoon,3,2,4,0,3,2,5,5,4,2,Avoid,4,4,3,4,3,5,5,0,0,3,4,3,0,3,Vegetarian,5,2,4
100,clean_freak,22,Female,CE,2,B,22,8,1,4,2,22,5,Evening,2,4,4,3,2,2,0,2,1,4,1,3,3,2,0,2,Morning,4,3,5,0,3,3,2,4,5,2,Aggressive,4,5,5,4,5,2,3,1,0,2,4,1,1,3,Eggetarian,0,2,3
101,average,20,Female,BCOM,2,D,0,6,5,2,4,0,5,Morning,5,1,2,4,5,5,0,4,2,3,4,1,2,3,0,3,Morning,3,3,4,0,1,2,1,4,4,3,Direct,5,3,4,5,1,2,3,0,0,2,2,1,1,4,Non-Vegetarian,3,3,4
102,average,19,Male,CSE,3,A,1,9,4,5,1,1,5,Afternoon,2,5,4,3,3,4,0,5,3,1,2,5,3,2,0,2,Afternoon,2,4,3,0,2,2,5,5,3,3,Direct,2,2,4,3,2,4,3,0,0,3,1,1,1,4,Non-Vegetarian,3,1,3
103,gamer,18,Female,BCOM,2,A,0,8,5,4,5,0,3,Afternoon,5,1,1,4,5,6,0,4,3,5,3,4,4,3,1,4,Evening,2,4,4,1,5,4,4,4,2,4,Avoid,4,2,1,2,1,3,3,0,1,5,5,4,0,4,Non-Vegetarian,4,2,2
104,social,23,Female,EE,1,C,0,9,5,3,1,0,1,Evening,3,4,5,4,3,7,0,2,2,3,4,4,4,4,1,5,Afternoon,3,5,4,0,4,2,1,5,3,5,Complain,5,4,3,2,2,4,4,0,0,1,4,4,0,4,Non-Vegetarian,4,2,4
105,social,19,Male,EE,3,A,0,8,1,4,2,0,3,Night,3,2,5,3,2,1,1,7,1,2,1,4,4,5,1,4,Afternoon,2,5,4,0,3,1,1,5,4,3,Direct,5,2,2,5,5,2,2,0,0,1,5,4,0,2,Eggetarian,2,1,4
106,clean_freak,23,Male,IT,2,B,0,8,5,3,4,0,2,Evening,2,2,3,2,1,5,0,2,3,3,5,3,3,2,1,4,Afternoon,4,2,5,0,5,3,5,4,4,2,Direct,5,2,1,5,1,2,3,1,0,4,3,3,1,1,Eggetarian,4,1,3
107,social,18,Female,ECE,4,C,1,9,4,4,2,1,2,Afternoon,5,3,3,3,2,6,1,7,2,4,4,1,4,5,1,4,Evening,2,5,2,0,3,3,5,2,4,3,Direct,5,2,2,2,3,4,3,1,1,4,4,5,0,3,Non-Vegetarian,3,1,3
108,average,23,Female,BBA,3,B,23,6,5,4,1,23,5,Evening,5,1,4,2,2,4,0,5,1,5,4,3,3,2,0,2,Afternoon,4,4,2,0,2,3,5,3,3,4,Aggressive,3,3,3,4,5,4,3,1,1,3,1,5,0,5,Vegetarian,2,1,3
109,gamer,18,Male,IT,1,C,22,7,4,5,4,22,4,Night,4,4,4,4,3,6,0,4,1,2,5,4,3,3,0,3,Afternoon,2,2,2,0,2,4,4,4,2,2,Avoid,5,3,5,5,5,2,2,1,1,7,5,3,0,3,Non-Vegetarian,4,1,4
110,night_owl,23,Male,EE,4,C,1,8,5,4,3,1,2,Night,1,2,5,3,3,5,0,5,3,1,2,4,4,2,1,4,Morning,3,4,2,1,4,4,4,5,4,3,Aggressive,4,4,3,3,1,4,3,0,1,3,1,4,0,2,Eggetarian,2,5,2
111,average,18,Male,ECE,3,C,23,8,3,3,1,23,2,Afternoon,5,2,4,3,2,3,0,4,1,5,1,3,2,2,0,3,Anytime,3,2,4,1,2,2,5,3,2,4,Complain,2,2,2,5,4,3,3,1,1,2,4,4,1,4,Vegetarian,4,4,2
112,average,24,Female,BBA,3,A,22,8,4,5,3,22,4,Evening,3,1,3,4,5,4,1,7,3,2,5,2,4,3,0,3,Morning,4,2,2,0,4,2,5,1,4,3,Complain,3,4,3,3,1,2,4,0,0,2,1,1,0,3,Non-Vegetarian,4,2,2
113,introvert,20,Female,BCOM,1,D,23,7,3,3,2,23,2,Evening,1,4,4,4,3,3,1,2,2,1,4,2,2,1,0,1,Anytime,4,1,5,0,5,4,4,3,2,2,Avoid,2,4,4,2,4,2,4,0,0,4,3,1,1,5,Eggetarian,0,5,4
114,fitness_focused,21,Female,BBA,4,A,23,6,4,4,1,23,4,Evening,3,4,1,4,5,1,1,5,2,1,4,3,4,2,0,4,Morning,3,4,2,0,4,2,3,4,2,4,Aggressive,3,4,1,4,1,4,5,0,0,4,1,5,1,5,Eggetarian,6,1,4
115,average,20,Male,BBA,1,B,1,7,5,2,1,1,2,Afternoon,4,1,4,4,3,2,0,1,1,1,3,1,3,2,0,2,Morning,3,4,4,0,1,2,4,3,4,4,Aggressive,4,2,5,3,3,2,2,0,0,1,1,3,0,5,Vegetarian,2,5,2
116,average,22,Male,ME,1,D,23,6,4,1,1,23,2,Afternoon,1,5,3,3,4,7,1,6,1,2,2,3,4,3,1,2,Afternoon,4,4,2,0,4,4,1,3,3,3,Direct,3,3,1,2,5,3,4,0,0,2,3,1,0,2,Vegetarian,3,4,2
117,average,18,Male,IT,3,B,1,8,3,5,4,1,2,Morning,1,5,2,2,1,4,0,1,1,4,5,5,3,3,0,4,Evening,2,2,3,0,1,2,4,2,3,2,Direct,5,5,1,5,2,2,4,1,0,4,3,2,1,3,Eggetarian,2,3,2
118,average,18,Male,EE,2,A,1,9,4,2,3,1,3,Evening,5,2,5,2,3,5,0,1,2,5,4,2,4,3,1,3,Morning,4,3,4,0,2,3,4,5,2,4,Avoid,2,5,1,2,4,4,4,0,0,4,4,1,1,5,Vegetarian,0,5,2
119,introvert,21,Male,ME,3,C,22,8,1,1,4,22,4,Afternoon,4,5,5,3,3,4,0,7,3,4,2,3,2,1,0,1,Morning,5,3,5,0,3,5,3,5,4,4,Avoid,2,4,1,4,1,2,3,0,0,1,3,2,0,2,Eggetarian,1,2,3
120,average,18,Female,CE,2,C,0,8,5,4,3,0,2,Morning,3,3,4,3,4,5,0,4,3,5,5,3,3,3,0,2,Anytime,2,2,3,0,3,2,1,2,3,2,Avoid,5,3,2,2,3,3,4,0,0,3,4,4,0,4,Vegetarian,0,1,2
121,gamer,22,Female,BBA,3,C,1,9,4,3,5,1,3,Evening,2,3,2,3,3,3,0,2,2,3,4,2,4,2,1,2,Afternoon,4,4,4,0,2,2,1,1,3,4,Avoid,5,3,3,3,2,4,3,0,1,6,5,2,1,5,Eggetarian,1,5,3
122,disciplined,18,Female,BCOM,2,D,22,5,1,5,5,22,5,Evening,4,3,5,4,5,6,1,3,3,1,4,1,2,1,1,2,Anytime,4,2,3,0,3,2,3,1,4,4,Avoid,4,4,1,4,5,5,4,1,0,1,3,5,0,4,Non-Vegetarian,1,4,5
123,average,18,Female,IT,3,C,1,6,2,4,4,1,5,Evening,2,4,4,2,3,5,0,2,1,3,4,5,3,2,1,2,Morning,3,4,3,1,2,4,4,5,2,2,Avoid,5,4,5,5,1,3,4,0,0,4,2,1,0,3,Non-Vegetarian,2,4,2
124,introvert,20,Female,ME,4,B,22,6,3,4,1,22,4,Night,5,4,3,5,5,4,0,3,3,5,1,3,1,1,0,1,Afternoon,5,2,4,0,2,4,3,3,3,4,Avoid,2,4,3,2,5,2,4,0,0,2,3,2,1,4,Eggetarian,2,1,4
125,social,24,Male,CSE,2,C,0,8,4,3,2,0,1,Afternoon,2,5,2,2,3,5,0,4,2,1,1,2,4,5,1,5,Evening,3,5,2,1,5,3,3,2,4,4,Direct,5,2,1,3,2,4,2,0,0,2,4,3,1,2,Vegetarian,0,4,3
126,disciplined,18,Male,CSE,4,A,22,5,1,3,1,22,3,Morning,5,2,5,4,3,6,1,1,1,2,3,5,3,2,0,4,Afternoon,4,4,2,0,1,4,1,5,4,4,Avoid,4,4,5,4,1,4,5,0,1,2,2,4,0,3,Non-Vegetarian,3,4,4
127,night_owl,21,Male,IT,1,D,1,9,4,3,3,1,6,Morning,1,3,4,2,2,3,1,5,3,3,4,2,4,3,1,3,Afternoon,2,3,4,0,2,2,4,1,3,3,Direct,2,3,4,5,5,2,3,0,0,3,2,3,0,5,Vegetarian,1,4,4
128,night_owl,24,Female,BBA,3,D,4,11,5,3,2,4,5,Morning,1,3,4,3,2,6,0,1,1,1,1,4,4,2,0,3,Evening,2,3,4,0,1,4,5,4,3,2,Complain,5,5,5,4,5,3,3,0,0,4,1,4,1,4,Non-Vegetarian,3,4,2
129,disciplined,22,Female,ME,4,D,21,6,4,4,1,21,7,Night,5,5,5,5,5,5,0,5,1,4,3,4,4,2,1,3,Evening,2,2,4,0,1,2,3,3,4,4,Complain,5,4,4,5,3,5,5,0,1,0,2,2,1,2,Eggetarian,0,3,4
130,average,18,Female,CSE,4,D,1,8,1,4,5,1,2,Evening,4,5,4,3,4,1,1,1,3,2,3,4,4,3,0,4,Evening,3,3,2,1,1,4,2,3,3,2,Complain,5,3,5,2,5,2,4,0,0,1,4,4,0,4,Vegetarian,2,5,3
131,average,22,Female,CE,4,D,0,9,5,2,1,0,3,Night,2,4,3,4,5,7,1,5,3,1,5,2,3,3,0,2,Afternoon,4,4,3,1,4,3,1,2,3,3,Complain,3,4,5,3,4,2,2,0,0,1,2,3,1,5,Eggetarian,3,4,4
132,gamer,19,Male,EE,2,A,0,8,5,2,1,0,5,Morning,1,1,3,4,4,7,0,4,2,1,4,2,2,2,0,4,Evening,3,2,2,0,3,3,5,4,4,4,Avoid,5,2,2,2,2,2,2,1,0,6,4,4,1,2,Non-Vegetarian,4,4,3
133,introvert,20,Male,IT,4,C,23,6,5,1,1,23,3,Evening,5,4,3,5,5,3,0,5,1,4,4,1,2,1,0,2,Evening,4,1,5,0,2,5,3,4,2,3,Avoid,5,5,4,4,4,2,2,0,1,1,3,2,1,5,Eggetarian,0,1,4
134,social,23,Female,ME,1,D,23,9,3,3,5,23,1,Morning,2,2,5,4,5,7,0,7,3,4,3,4,5,4,1,5,Afternoon,3,5,3,0,1,2,3,2,3,4,Complain,3,2,1,3,1,3,2,0,1,2,4,4,1,4,Vegetarian,0,3,2
135,fitness_focused,18,Male,BBA,4,D,22,7,2,2,3,22,4,Night,4,2,4,2,3,2,1,6,3,2,4,2,3,2,0,3,Evening,2,4,3,0,3,4,4,1,2,3,Avoid,4,5,3,4,4,5,5,0,0,1,1,5,0,2,Non-Vegetarian,5,4,5
136,fitness_focused,23,Male,CSE,3,D,0,9,3,2,5,0,2,Afternoon,3,2,5,3,3,4,0,1,2,5,4,2,3,2,1,2,Afternoon,3,3,4,0,4,3,3,5,3,4,Complain,5,4,2,5,2,5,4,0,0,2,2,1,0,3,Vegetarian,6,3,4
137,introvert,21,Male,BCOM,1,D,23,8,5,4,4,23,5,Morning,2,1,3,3,2,7,1,2,1,5,3,5,1,1,0,1,Afternoon,5,1,4,1,1,5,1,3,4,4,Avoid,5,4,5,2,3,2,2,0,0,4,4,3,1,2,Non-Vegetarian,0,5,3
138,average,23,Male,CE,1,C,0,6,1,5,5,0,5,Morning,4,3,2,2,2,1,0,7,1,2,4,4,3,2,0,3,Anytime,3,4,3,0,3,4,1,3,4,2,Aggressive,5,5,4,4,5,4,3,0,0,3,2,4,1,2,Vegetarian,4,3,3
139,introvert,23,Male,BCOM,1,C,23,7,1,4,3,23,3,Afternoon,3,2,5,4,4,5,0,5,1,1,5,1,2,1,0,2,Morning,5,3,5,0,3,4,5,1,2,4,Direct,5,3,2,5,1,2,3,0,0,4,4,3,1,4,Vegetarian,1,2,2
140,introvert,22,Female,ECE,4,A,22,7,1,1,2,22,5,Night,4,5,4,4,5,7,1,6,3,4,3,1,1,1,0,1,Morning,4,1,4,0,1,4,4,2,4,2,Avoid,3,2,3,5,2,3,3,0,0,2,2,3,1,5,Non-Vegetarian,0,4,4
141,average,20,Female,CSE,3,A,22,9,4,4,5,22,4,Morning,4,4,4,4,5,6,1,2,3,1,5,1,3,3,0,3,Anytime,3,2,3,0,4,4,4,1,2,3,Avoid,5,4,4,3,5,2,4,0,1,4,2,3,1,5,Eggetarian,2,4,2
142,social,20,Male,BCOM,2,B,23,7,5,4,1,23,4,Night,3,2,2,4,3,1,1,3,2,2,2,5,4,4,1,5,Anytime,1,4,2,0,4,2,3,3,2,5,Direct,3,2,3,2,4,3,2,0,1,1,4,5,0,3,Eggetarian,0,2,3
143,average,20,Female,BCOM,1,B,0,8,2,1,2,0,5,Night,1,2,4,3,3,5,0,1,2,3,4,3,4,2,0,4,Anytime,2,2,3,1,4,3,5,3,2,3,Avoid,2,2,1,4,3,3,2,1,0,4,1,2,0,4,Non-Vegetarian,3,5,3
144,introvert,20,Female,CSE,3,B,24,7,4,2,5,24,5,Evening,4,2,3,3,2,5,1,4,3,2,5,5,2,1,0,1,Morning,5,3,5,0,1,4,5,5,3,2,Avoid,5,2,1,4,3,4,4,0,0,1,1,2,1,2,Non-Vegetarian,2,2,4
145,fitness_focused,22,Male,IT,3,C,23,9,5,2,1,23,4,Afternoon,3,4,1,2,3,4,1,1,1,1,4,2,3,2,1,2,Evening,4,4,3,1,3,4,4,4,3,4,Aggressive,5,4,1,4,4,5,4,0,0,1,2,4,1,2,Eggetarian,5,5,5
146,gamer,18,Female,ECE,1,C,0,6,5,2,1,0,4,Evening,3,3,3,3,2,7,0,2,3,4,1,3,3,2,0,4,Anytime,2,2,4,0,1,2,4,4,4,3,Aggressive,4,3,4,3,2,4,3,1,0,7,4,3,0,5,Non-Vegetarian,1,4,3
147,night_owl,23,Female,EE,1,B,1,10,5,1,5,1,2,Afternoon,5,5,5,2,3,5,0,7,2,5,1,1,4,2,0,3,Afternoon,2,4,4,1,1,4,5,3,3,4,Direct,5,2,3,5,2,3,1,0,0,3,1,1,0,3,Non-Vegetarian,1,2,3
148,clean_freak,19,Female,BBA,2,A,0,7,1,1,3,0,5,Morning,3,2,4,3,3,4,0,1,1,2,5,5,2,3,1,2,Evening,4,3,5,0,5,3,1,4,4,3,Avoid,2,4,5,4,2,4,4,0,0,4,4,1,0,1,Non-Vegetarian,4,2,2
149,night_owl,21,Female,CSE,1,D,3,9,1,1,4,3,4,Evening,4,3,2,4,5,3,0,2,3,5,5,1,3,2,1,4,Morning,2,4,4,0,4,2,5,5,3,4,Complain,4,5,3,3,3,3,1,1,1,3,1,2,0,5,Vegetarian,0,2,3
150,social,23,Female,BBA,1,A,1,7,4,1,3,1,4,Evening,4,2,1,2,2,3,0,4,1,2,1,3,5,4,1,4,Evening,3,4,2,1,3,1,3,4,4,5,Complain,3,2,1,5,1,3,4,1,0,2,4,3,0,2,Vegetarian,2,5,2
151,gamer,23,Female,CE,1,C,1,6,4,1,3,1,5,Night,3,1,5,3,3,3,0,6,1,1,3,4,4,3,1,2,Anytime,2,3,2,0,2,4,4,1,2,2,Avoid,4,3,1,2,1,3,2,0,1,6,5,2,0,5,Vegetarian,2,1,3
152,night_owl,19,Male,BCOM,1,D,1,8,1,1,4,1,4,Morning,2,1,4,2,2,5,1,1,1,1,5,1,3,3,1,2,Anytime,2,4,4,0,4,3,4,4,4,4,Direct,4,2,4,4,5,2,1,0,0,1,2,5,0,4,Non-Vegetarian,3,4,4
153,social,19,Male,ME,1,A,23,8,5,4,5,23,3,Evening,5,5,2,2,2,3,1,3,2,1,5,5,4,4,1,4,Morning,2,5,2,0,2,1,3,2,4,4,Complain,5,5,3,4,5,4,3,0,0,3,4,3,1,2,Non-Vegetarian,1,1,4
154,average,19,Female,CE,2,D,0,9,2,4,2,0,2,Evening,1,1,3,2,3,1,0,3,2,2,5,3,2,2,0,2,Evening,2,2,3,0,3,4,2,2,2,2,Avoid,4,2,1,3,4,4,2,0,0,3,4,2,1,4,Eggetarian,1,5,4
155,gamer,23,Male,ECE,2,B,23,7,5,4,3,23,4,Night,2,1,5,4,3,7,1,7,1,3,2,1,4,3,0,4,Anytime,2,4,2,1,5,2,2,5,3,4,Complain,5,4,4,3,3,4,2,1,1,7,5,3,1,2,Vegetarian,1,2,3
156,gamer,21,Male,EE,4,D,23,8,3,5,1,23,3,Morning,3,4,5,3,2,5,0,4,3,5,3,4,3,3,1,3,Evening,3,3,3,1,1,2,4,2,3,4,Direct,4,2,3,2,3,2,1,0,0,6,4,5,0,4,Vegetarian,2,3,3
157,introvert,24,Female,CE,2,C,22,7,3,3,4,22,5,Morning,4,5,2,4,3,2,0,4,1,5,5,5,2,1,0,2,Evening,4,2,4,1,4,4,4,4,4,2,Avoid,3,3,3,2,4,4,3,0,0,4,4,3,1,4,Non-Vegetarian,4,1,4
158,clean_freak,19,Male,IT,4,D,23,9,1,5,4,23,3,Night,1,3,5,3,4,3,0,2,1,5,2,1,4,3,0,2,Afternoon,4,3,5,0,2,2,3,5,4,3,Direct,4,2,2,5,4,3,2,0,0,4,4,1,1,1,Vegetarian,1,3,3
159,clean_freak,23,Female,ME,3,B,1,8,2,1,2,1,5,Morning,4,5,2,4,4,5,1,4,2,5,1,1,3,3,1,4,Evening,5,4,4,0,4,2,2,5,5,3,Aggressive,3,2,4,4,2,2,3,0,1,1,2,4,1,3,Vegetarian,2,1,2
160,night_owl,24,Female,BBA,4,B,3,9,5,1,4,3,2,Morning,4,4,3,4,4,7,0,4,1,1,3,1,4,2,1,4,Anytime,3,3,2,0,5,4,2,4,2,3,Complain,3,3,1,2,2,3,1,1,0,1,1,3,0,5,Non-Vegetarian,1,2,4
161,disciplined,23,Male,BCOM,1,A,22,7,3,4,1,22,7,Morning,1,4,2,4,4,2,0,1,1,4,1,1,3,1,0,2,Morning,4,2,4,0,2,2,4,5,4,3,Complain,3,4,5,5,4,4,4,0,0,1,3,2,0,5,Eggetarian,2,1,5
162,average,19,Male,EE,3,A,22,7,4,3,5,22,5,Morning,5,5,2,3,2,5,1,6,3,4,2,3,2,3,1,2,Evening,2,4,4,1,4,4,2,5,4,4,Direct,3,2,5,2,3,2,4,1,0,1,1,2,1,5,Non-Vegetarian,1,2,3
163,average,18,Male,BCOM,3,B,0,8,1,5,4,0,4,Morning,2,3,3,2,1,5,0,6,1,2,5,4,4,3,0,3,Morning,2,3,2,0,1,4,2,2,2,2,Avoid,3,3,5,2,4,4,3,0,0,2,2,4,0,3,Non-Vegetarian,2,5,3
164,fitness_focused,19,Female,BCOM,1,C,1,9,2,4,4,1,5,Night,2,4,1,3,3,7,0,7,2,5,5,2,4,2,1,3,Anytime,3,3,3,1,5,4,4,1,3,2,Aggressive,3,4,1,4,1,5,5,0,0,4,4,4,1,5,Non-Vegetarian,6,5,4
165,average,18,Male,BBA,2,B,1,8,3,5,4,1,4,Morning,4,4,2,2,2,1,1,6,3,1,2,3,4,3,0,3,Afternoon,4,4,4,0,1,2,1,4,3,4,Direct,3,5,2,5,3,4,3,1,1,3,4,1,0,4,Vegetarian,2,2,4
166,average,20,Male,ME,4,A,22,6,4,5,4,22,4,Night,2,2,3,2,3,2,0,4,1,5,1,4,4,2,0,2,Morning,4,2,2,0,4,3,5,1,4,2,Direct,4,2,4,2,3,2,3,0,1,2,4,4,0,2,Vegetarian,2,1,4
167,social,18,Male,CE,1,D,1,9,3,4,4,1,3,Night,3,3,3,3,2,3,1,4,3,1,3,3,4,4,1,5,Anytime,3,4,2,0,5,2,2,3,3,5,Complain,5,5,3,5,2,2,4,0,0,3,4,5,1,5,Vegetarian,4,4,3
168,introvert,24,Male,IT,4,D,24,8,1,4,3,24,3,Afternoon,5,5,5,3,2,4,0,3,3,5,4,2,2,1,0,1,Anytime,4,1,4,0,1,4,4,1,2,3,Avoid,4,3,3,5,1,4,2,1,0,3,2,3,0,4,Non-Vegetarian,3,5,3
169,clean_freak,19,Female,ECE,3,A,22,6,3,5,2,22,2,Evening,2,3,4,4,5,1,1,1,3,5,2,4,3,3,1,4,Afternoon,4,2,5,0,1,4,4,3,4,3,Avoid,5,5,2,5,2,4,4,0,1,3,3,5,0,2,Eggetarian,4,4,4
170,clean_freak,21,Female,BBA,1,C,23,7,2,1,2,23,5,Night,3,2,1,4,4,3,1,6,2,3,4,4,2,3,1,4,Afternoon,5,2,4,0,3,4,1,3,5,4,Avoid,3,5,4,5,2,2,2,0,1,1,3,5,0,3,Vegetarian,3,4,4
171,gamer,18,Male,IT,4,B,22,6,5,3,5,22,5,Afternoon,4,2,1,2,1,4,1,3,3,5,2,4,4,2,1,4,Anytime,3,4,4,1,3,2,1,1,2,2,Aggressive,3,2,5,5,3,4,3,0,1,5,5,4,1,4,Eggetarian,1,1,3
172,disciplined,24,Male,BBA,1,D,23,7,5,4,1,23,7,Morning,2,1,2,4,3,5,1,7,2,1,1,2,4,1,0,2,Evening,2,2,2,0,5,3,3,5,4,3,Direct,3,5,1,5,5,5,4,1,1,1,3,5,0,2,Eggetarian,0,2,4
173,average,20,Male,ME,2,C,0,7,5,4,1,0,4,Evening,4,2,4,3,2,3,1,6,1,5,2,1,4,3,0,4,Evening,4,4,4,0,4,2,3,4,3,2,Avoid,2,4,1,2,5,3,2,0,1,1,3,3,1,3,Vegetarian,2,1,2
174,average,19,Female,ECE,1,B,0,9,1,5,3,0,4,Evening,5,1,1,2,2,7,1,2,2,5,5,5,3,3,0,3,Morning,4,4,4,0,2,2,4,5,4,3,Direct,4,3,5,5,4,2,3,0,0,3,3,4,0,4,Eggetarian,0,3,3
175,clean_freak,24,Male,ECE,1,B,22,7,5,1,1,22,4,Night,1,4,5,4,3,4,1,5,3,5,1,4,2,2,0,4,Anytime,5,2,4,0,5,3,2,5,4,2,Direct,4,3,5,5,1,3,3,1,0,3,1,3,0,3,Vegetarian,2,3,3
176,average,19,Male,BBA,2,C,22,9,5,4,1,22,4,Morning,5,4,3,3,3,1,0,3,3,2,4,3,2,2,1,3,Afternoon,2,4,4,0,4,2,4,1,2,4,Complain,3,5,4,4,3,3,3,0,1,3,1,4,1,3,Vegetarian,2,4,2
177,average,24,Male,ECE,2,C,22,7,4,4,3,22,2,Afternoon,2,4,3,2,2,4,1,7,3,2,3,4,4,3,0,2,Morning,2,2,2,0,5,2,2,1,4,3,Aggressive,2,5,4,4,3,3,2,1,0,2,2,2,1,2,Non-Vegetarian,1,4,2
178,night_owl,24,Male,ME,2,B,2,8,2,4,1,2,4,Afternoon,2,4,1,4,3,1,0,4,2,5,3,2,2,3,1,3,Morning,4,3,4,0,3,2,3,3,3,3,Aggressive,3,4,1,3,1,2,1,0,0,3,4,3,0,5,Vegetarian,2,4,3
179,average,18,Male,CSE,2,C,0,8,5,5,5,0,4,Afternoon,3,2,5,3,2,1,0,6,3,5,1,1,4,2,0,4,Anytime,2,2,4,0,3,4,4,2,4,4,Avoid,2,3,2,5,5,4,3,0,0,4,1,4,0,5,Non-Vegetarian,4,5,2
180,average,20,Male,EE,1,A,23,9,4,5,5,23,2,Afternoon,4,5,4,4,4,4,1,2,1,1,2,5,2,2,1,4,Evening,3,2,3,0,5,2,2,2,2,4,Avoid,4,2,2,4,2,3,2,0,0,1,1,3,1,4,Vegetarian,4,3,4
181,disciplined,22,Female,IT,1,A,22,5,3,2,3,22,3,Morning,4,3,5,4,4,2,1,3,1,5,4,2,3,1,1,3,Afternoon,3,2,3,0,2,3,2,2,4,4,Aggressive,3,5,1,5,2,4,5,0,0,0,1,4,0,5,Eggetarian,3,1,4
182,introvert,24,Male,ECE,4,D,22,6,1,1,2,22,3,Morning,3,2,5,3,2,7,0,5,3,3,1,2,1,1,0,2,Anytime,4,2,5,1,2,4,1,5,4,3,Direct,2,2,1,2,5,3,2,1,0,1,2,1,0,5,Non-Vegetarian,1,3,4
183,average,23,Female,ECE,4,B,22,7,1,3,3,22,2,Evening,1,3,1,2,3,2,0,4,3,3,5,2,4,3,0,4,Evening,4,3,3,0,3,3,3,3,4,2,Direct,3,3,3,3,4,3,4,1,0,1,4,3,0,2,Non-Vegetarian,1,2,3
184,average,21,Female,BCOM,4,C,23,7,4,4,5,23,5,Night,5,5,2,3,2,5,1,5,3,2,1,2,3,2,0,2,Evening,4,3,2,0,1,3,3,2,3,3,Avoid,5,3,2,3,1,4,2,0,1,2,4,1,1,4,Vegetarian,0,5,2
185,night_owl,22,Male,CSE,2,C,2,8,2,1,1,2,6,Night,2,2,4,4,3,6,1,4,2,3,4,1,3,2,0,2,Morning,4,2,4,0,1,3,4,4,4,4,Complain,4,3,4,3,3,2,3,1,0,2,4,5,0,3,Non-Vegetarian,1,5,4
186,gamer,24,Female,BCOM,3,D,1,7,1,3,4,1,3,Evening,1,1,1,3,4,7,1,1,1,3,2,5,2,2,0,4,Morning,3,2,4,0,1,2,3,1,4,4,Direct,5,2,1,4,1,3,1,0,0,7,4,3,1,4,Vegetarian,0,3,3
187,gamer,22,Male,ME,1,D,1,6,3,2,2,1,5,Morning,1,2,2,4,5,2,0,5,3,5,5,3,3,2,1,3,Evening,4,3,2,1,2,2,5,5,2,2,Aggressive,2,2,2,4,5,2,2,0,0,6,4,3,0,2,Non-Vegetarian,4,3,3
188,disciplined,19,Female,EE,4,C,22,7,2,1,5,22,6,Morning,3,3,4,5,5,6,0,4,2,5,5,3,3,1,1,4,Anytime,3,4,2,0,5,4,1,2,4,2,Direct,4,5,2,5,1,4,5,1,1,0,3,4,1,5,Vegetarian,0,2,4
189,gamer,21,Female,CE,4,C,22,8,3,5,4,22,3,Night,1,3,4,2,3,2,1,2,3,2,3,5,2,3,0,3,Anytime,3,2,2,0,1,4,4,3,3,4,Avoid,2,2,1,4,4,2,2,1,0,8,4,3,0,2,Vegetarian,3,3,3
